elevation,pps
165,POINT (40.559583333333336 48.002916666666671)
164,POINT (40.559583333333336 48.003194444444446)
164,POINT (40.559583333333336 48.003472222222221)
164,POINT (40.559583333333336 48.003750000000004)
165,POINT (40.559583333333336 48.004027777777779)
165,POINT (40.559583333333336 48.004305555555561)
166,POINT (40.559583333333336 48.004583333333336)
168,POINT (40.559583333333336 48.004861111111111)
168,POINT (40.559583333333336 48.005138888888894)
170,POINT (40.559583333333336 48.005416666666669)
172,POINT (40.559583333333336 48.005694444444444)
173,POINT (40.559583333333336 48.005972222222226)
174,POINT (40.559583333333336 48.00625)
175,POINT (40.559583333333336 48.006527777777777)
170,POINT (40.559861111111111 47.99125)
170,POINT (40.559861111111111 47.991527777777783)
171,POINT (40.559861111111111 47.991805555555558)
171,POINT (40.559861111111111 47.992083333333333)
171,POINT (40.559861111111111 47.992361111111116)
171,POINT (40.559861111111111 47.992638888888891)
170,POINT (40.559861111111111 47.992916666666666)
170,POINT (40.559861111111111 47.993194444444448)
171,POINT (40.559861111111111 47.993472222222223)
172,POINT (40.559861111111111 47.993750000000006)
173,POINT (40.559861111111111 47.994027777777781)
174,POINT (40.559861111111111 47.994305555555556)
174,POINT (40.559861111111111 47.994583333333338)
175,POINT (40.559861111111111 47.994861111111113)
177,POINT (40.559861111111111 47.995138888888889)
178,POINT (40.559861111111111 47.995416666666671)
179,POINT (40.559861111111111 47.995694444444446)
179,POINT (40.559861111111111 47.995972222222221)
179,POINT (40.559861111111111 47.99625)
179,POINT (40.559861111111111 47.996527777777779)
179,POINT (40.559861111111111 47.996805555555561)
178,POINT (40.559861111111111 47.997083333333336)
177,POINT (40.559861111111111 47.997361111111111)
178,POINT (40.559861111111111 47.997638888888893)
178,POINT (40.559861111111111 47.997916666666669)
177,POINT (40.559861111111111 47.998194444444444)
174,POINT (40.559861111111111 47.998472222222226)
174,POINT (40.559861111111111 47.99875)
175,POINT (40.559861111111111 47.999027777777783)
176,POINT (40.559861111111111 47.999305555555559)
176,POINT (40.559861111111111 47.999583333333334)
176,POINT (40.559861111111111 47.999861111111116)
174,POINT (40.559861111111111 48.000972222222224)
172,POINT (40.559861111111111 48.00125)
171,POINT (40.559861111111111 48.001527777777781)
170,POINT (40.559861111111111 48.001805555555556)
170,POINT (40.559861111111111 48.002083333333339)
168,POINT (40.559861111111111 48.002361111111114)
166,POINT (40.559861111111111 48.002638888888889)
165,POINT (40.559861111111111 48.002916666666671)
165,POINT (40.559861111111111 48.003194444444446)
164,POINT (40.559861111111111 48.003472222222221)
165,POINT (40.559861111111111 48.003750000000004)
165,POINT (40.559861111111111 48.004027777777779)
166,POINT (40.559861111111111 48.004305555555561)
167,POINT (40.559861111111111 48.004583333333336)
168,POINT (40.559861111111111 48.004861111111111)
169,POINT (40.559861111111111 48.005138888888894)
171,POINT (40.559861111111111 48.005416666666669)
173,POINT (40.559861111111111 48.005694444444444)
174,POINT (40.559861111111111 48.005972222222226)
175,POINT (40.559861111111111 48.00625)
175,POINT (40.559861111111111 48.006527777777777)
171,POINT (40.560138888888893 47.99125)
171,POINT (40.560138888888893 47.991527777777783)
171,POINT (40.560138888888893 47.991805555555558)
171,POINT (40.560138888888893 47.992083333333333)
172,POINT (40.560138888888893 47.992361111111116)
172,POINT (40.560138888888893 47.992638888888891)
171,POINT (40.560138888888893 47.992916666666666)
171,POINT (40.560138888888893 47.993194444444448)
172,POINT (40.560138888888893 47.993472222222223)
172,POINT (40.560138888888893 47.993750000000006)
173,POINT (40.560138888888893 47.994027777777781)
174,POINT (40.560138888888893 47.994305555555556)
174,POINT (40.560138888888893 47.994583333333338)
175,POINT (40.560138888888893 47.994861111111113)
177,POINT (40.560138888888893 47.995138888888889)
178,POINT (40.560138888888893 47.995416666666671)
180,POINT (40.560138888888893 47.995694444444446)
180,POINT (40.560138888888893 47.995972222222221)
180,POINT (40.560138888888893 47.99625)
180,POINT (40.560138888888893 47.996527777777779)
179,POINT (40.560138888888893 47.996805555555561)
178,POINT (40.560138888888893 47.997083333333336)
178,POINT (40.560138888888893 47.997361111111111)
178,POINT (40.560138888888893 47.997638888888893)
178,POINT (40.560138888888893 47.997916666666669)
177,POINT (40.560138888888893 47.998194444444444)
175,POINT (40.560138888888893 47.998472222222226)
175,POINT (40.560138888888893 47.99875)
176,POINT (40.560138888888893 47.999027777777783)
177,POINT (40.560138888888893 47.999305555555559)
177,POINT (40.560138888888893 47.999583333333334)
175,POINT (40.560138888888893 47.999861111111116)
173,POINT (40.560138888888893 48.000972222222224)
173,POINT (40.560138888888893 48.00125)
172,POINT (40.560138888888893 48.001527777777781)
171,POINT (40.560138888888893 48.001805555555556)
171,POINT (40.560138888888893 48.002083333333339)
169,POINT (40.560138888888893 48.002361111111114)
165,POINT (40.560138888888893 48.002638888888889)
164,POINT (40.560138888888893 48.002916666666671)
165,POINT (40.560138888888893 48.003194444444446)
166,POINT (40.560138888888893 48.003472222222221)
166,POINT (40.560138888888893 48.003750000000004)
166,POINT (40.560138888888893 48.004027777777779)
167,POINT (40.560138888888893 48.004305555555561)
168,POINT (40.560138888888893 48.004583333333336)
170,POINT (40.560138888888893 48.004861111111111)
170,POINT (40.560138888888893 48.005138888888894)
172,POINT (40.560138888888893 48.005416666666669)
174,POINT (40.560138888888893 48.005694444444444)
175,POINT (40.560138888888893 48.005972222222226)
175,POINT (40.560138888888893 48.00625)
175,POINT (40.560138888888893 48.006527777777777)
171,POINT (40.560416666666669 47.99125)
171,POINT (40.560416666666669 47.991527777777783)
172,POINT (40.560416666666669 47.991805555555558)
172,POINT (40.560416666666669 47.992083333333333)
172,POINT (40.560416666666669 47.992361111111116)
172,POINT (40.560416666666669 47.992638888888891)
172,POINT (40.560416666666669 47.992916666666666)
171,POINT (40.560416666666669 47.993194444444448)
172,POINT (40.560416666666669 47.993472222222223)
173,POINT (40.560416666666669 47.993750000000006)
174,POINT (40.560416666666669 47.994027777777781)
174,POINT (40.560416666666669 47.994305555555556)
174,POINT (40.560416666666669 47.994583333333338)
175,POINT (40.560416666666669 47.994861111111113)
177,POINT (40.560416666666669 47.995138888888889)
179,POINT (40.560416666666669 47.995416666666671)
180,POINT (40.560416666666669 47.995694444444446)
181,POINT (40.560416666666669 47.995972222222221)
181,POINT (40.560416666666669 47.99625)
181,POINT (40.560416666666669 47.996527777777779)
180,POINT (40.560416666666669 47.996805555555561)
178,POINT (40.560416666666669 47.997083333333336)
178,POINT (40.560416666666669 47.997361111111111)
178,POINT (40.560416666666669 47.997638888888893)
178,POINT (40.560416666666669 47.997916666666669)
177,POINT (40.560416666666669 47.998194444444444)
176,POINT (40.560416666666669 47.998472222222226)
176,POINT (40.560416666666669 47.99875)
176,POINT (40.560416666666669 47.999027777777783)
178,POINT (40.560416666666669 47.999305555555559)
177,POINT (40.560416666666669 47.999583333333334)
175,POINT (40.560416666666669 47.999861111111116)
173,POINT (40.560416666666669 48.000972222222224)
173,POINT (40.560416666666669 48.00125)
172,POINT (40.560416666666669 48.001527777777781)
171,POINT (40.560416666666669 48.001805555555556)
170,POINT (40.560416666666669 48.002083333333339)
168,POINT (40.560416666666669 48.002361111111114)
166,POINT (40.560416666666669 48.002638888888889)
165,POINT (40.560416666666669 48.002916666666671)
165,POINT (40.560416666666669 48.003194444444446)
166,POINT (40.560416666666669 48.003472222222221)
167,POINT (40.560416666666669 48.003750000000004)
167,POINT (40.560416666666669 48.004027777777779)
168,POINT (40.560416666666669 48.004305555555561)
169,POINT (40.560416666666669 48.004583333333336)
170,POINT (40.560416666666669 48.004861111111111)
171,POINT (40.560416666666669 48.005138888888894)
173,POINT (40.560416666666669 48.005416666666669)
174,POINT (40.560416666666669 48.005694444444444)
175,POINT (40.560416666666669 48.005972222222226)
175,POINT (40.560416666666669 48.00625)
175,POINT (40.560416666666669 48.006527777777777)
171,POINT (40.560694444444444 47.99125)
172,POINT (40.560694444444444 47.991527777777783)
172,POINT (40.560694444444444 47.991805555555558)
172,POINT (40.560694444444444 47.992083333333333)
173,POINT (40.560694444444444 47.992361111111116)
172,POINT (40.560694444444444 47.992638888888891)
172,POINT (40.560694444444444 47.992916666666666)
171,POINT (40.560694444444444 47.993194444444448)
172,POINT (40.560694444444444 47.993472222222223)
173,POINT (40.560694444444444 47.993750000000006)
174,POINT (40.560694444444444 47.994027777777781)
174,POINT (40.560694444444444 47.994305555555556)
175,POINT (40.560694444444444 47.994583333333338)
176,POINT (40.560694444444444 47.994861111111113)
177,POINT (40.560694444444444 47.995138888888889)
179,POINT (40.560694444444444 47.995416666666671)
180,POINT (40.560694444444444 47.995694444444446)
181,POINT (40.560694444444444 47.995972222222221)
181,POINT (40.560694444444444 47.99625)
181,POINT (40.560694444444444 47.996527777777779)
180,POINT (40.560694444444444 47.996805555555561)
179,POINT (40.560694444444444 47.997083333333336)
178,POINT (40.560694444444444 47.997361111111111)
178,POINT (40.560694444444444 47.997638888888893)
178,POINT (40.560694444444444 47.997916666666669)
178,POINT (40.560694444444444 47.998194444444444)
177,POINT (40.560694444444444 47.998472222222226)
176,POINT (40.560694444444444 47.99875)
177,POINT (40.560694444444444 47.999027777777783)
178,POINT (40.560694444444444 47.999305555555559)
177,POINT (40.560694444444444 47.999583333333334)
176,POINT (40.560694444444444 47.999861111111116)
173,POINT (40.560694444444444 48.000972222222224)
173,POINT (40.560694444444444 48.00125)
173,POINT (40.560694444444444 48.001527777777781)
171,POINT (40.560694444444444 48.001805555555556)
170,POINT (40.560694444444444 48.002083333333339)
168,POINT (40.560694444444444 48.002361111111114)
166,POINT (40.560694444444444 48.002638888888889)
165,POINT (40.560694444444444 48.002916666666671)
165,POINT (40.560694444444444 48.003194444444446)
167,POINT (40.560694444444444 48.003472222222221)
167,POINT (40.560694444444444 48.003750000000004)
167,POINT (40.560694444444444 48.004027777777779)
168,POINT (40.560694444444444 48.004305555555561)
169,POINT (40.560694444444444 48.004583333333336)
170,POINT (40.560694444444444 48.004861111111111)
172,POINT (40.560694444444444 48.005138888888894)
173,POINT (40.560694444444444 48.005416666666669)
174,POINT (40.560694444444444 48.005694444444444)
175,POINT (40.560694444444444 48.005972222222226)
175,POINT (40.560694444444444 48.00625)
176,POINT (40.560694444444444 48.006527777777777)
171,POINT (40.560972222222226 47.99125)
172,POINT (40.560972222222226 47.991527777777783)
174,POINT (40.560972222222226 47.991805555555558)
174,POINT (40.560972222222226 47.992083333333333)
173,POINT (40.560972222222226 47.992361111111116)
173,POINT (40.560972222222226 47.992638888888891)
172,POINT (40.560972222222226 47.992916666666666)
172,POINT (40.560972222222226 47.993194444444448)
172,POINT (40.560972222222226 47.993472222222223)
174,POINT (40.560972222222226 47.993750000000006)
175,POINT (40.560972222222226 47.994027777777781)
175,POINT (40.560972222222226 47.994305555555556)
175,POINT (40.560972222222226 47.994583333333338)
176,POINT (40.560972222222226 47.994861111111113)
178,POINT (40.560972222222226 47.995138888888889)
179,POINT (40.560972222222226 47.995416666666671)
180,POINT (40.560972222222226 47.995694444444446)
180,POINT (40.560972222222226 47.995972222222221)
180,POINT (40.560972222222226 47.99625)
181,POINT (40.560972222222226 47.996527777777779)
180,POINT (40.560972222222226 47.996805555555561)
179,POINT (40.560972222222226 47.997083333333336)
179,POINT (40.560972222222226 47.997361111111111)
179,POINT (40.560972222222226 47.997638888888893)
178,POINT (40.560972222222226 47.997916666666669)
178,POINT (40.560972222222226 47.998194444444444)
178,POINT (40.560972222222226 47.998472222222226)
178,POINT (40.560972222222226 47.99875)
178,POINT (40.560972222222226 47.999027777777783)
177,POINT (40.560972222222226 47.999305555555559)
177,POINT (40.560972222222226 47.999583333333334)
177,POINT (40.560972222222226 47.999861111111116)
174,POINT (40.560972222222226 48.000972222222224)
173,POINT (40.560972222222226 48.00125)
172,POINT (40.560972222222226 48.001527777777781)
170,POINT (40.560972222222226 48.001805555555556)
169,POINT (40.560972222222226 48.002083333333339)
168,POINT (40.560972222222226 48.002361111111114)
166,POINT (40.560972222222226 48.002638888888889)
166,POINT (40.560972222222226 48.002916666666671)
166,POINT (40.560972222222226 48.003194444444446)
167,POINT (40.560972222222226 48.003472222222221)
167,POINT (40.560972222222226 48.003750000000004)
167,POINT (40.560972222222226 48.004027777777779)
168,POINT (40.560972222222226 48.004305555555561)
169,POINT (40.560972222222226 48.004583333333336)
171,POINT (40.560972222222226 48.004861111111111)
172,POINT (40.560972222222226 48.005138888888894)
173,POINT (40.560972222222226 48.005416666666669)
174,POINT (40.560972222222226 48.005694444444444)
175,POINT (40.560972222222226 48.005972222222226)
175,POINT (40.560972222222226 48.00625)
176,POINT (40.560972222222226 48.006527777777777)
171,POINT (40.56125 47.99125)
174,POINT (40.56125 47.991527777777783)
175,POINT (40.56125 47.991805555555558)
174,POINT (40.56125 47.992083333333333)
174,POINT (40.56125 47.992361111111116)
173,POINT (40.56125 47.992638888888891)
173,POINT (40.56125 47.992916666666666)
172,POINT (40.56125 47.993194444444448)
173,POINT (40.56125 47.993472222222223)
174,POINT (40.56125 47.993750000000006)
175,POINT (40.56125 47.994027777777781)
176,POINT (40.56125 47.994305555555556)
176,POINT (40.56125 47.994583333333338)
178,POINT (40.56125 47.994861111111113)
178,POINT (40.56125 47.995138888888889)
179,POINT (40.56125 47.995416666666671)
179,POINT (40.56125 47.995694444444446)
179,POINT (40.56125 47.995972222222221)
179,POINT (40.56125 47.99625)
180,POINT (40.56125 47.996527777777779)
181,POINT (40.56125 47.996805555555561)
180,POINT (40.56125 47.997083333333336)
180,POINT (40.56125 47.997361111111111)
180,POINT (40.56125 47.997638888888893)
179,POINT (40.56125 47.997916666666669)
179,POINT (40.56125 47.998194444444444)
179,POINT (40.56125 47.998472222222226)
179,POINT (40.56125 47.99875)
178,POINT (40.56125 47.999027777777783)
178,POINT (40.56125 47.999305555555559)
178,POINT (40.56125 47.999583333333334)
178,POINT (40.56125 47.999861111111116)
174,POINT (40.56125 48.000972222222224)
173,POINT (40.56125 48.00125)
171,POINT (40.56125 48.001527777777781)
170,POINT (40.56125 48.001805555555556)
169,POINT (40.56125 48.002083333333339)
167,POINT (40.56125 48.002361111111114)
167,POINT (40.56125 48.002638888888889)
166,POINT (40.56125 48.002916666666671)
166,POINT (40.56125 48.003194444444446)
167,POINT (40.56125 48.003472222222221)
167,POINT (40.56125 48.003750000000004)
167,POINT (40.56125 48.004027777777779)
169,POINT (40.56125 48.004305555555561)
170,POINT (40.56125 48.004583333333336)
171,POINT (40.56125 48.004861111111111)
172,POINT (40.56125 48.005138888888894)
173,POINT (40.56125 48.005416666666669)
174,POINT (40.56125 48.005694444444444)
175,POINT (40.56125 48.005972222222226)
175,POINT (40.56125 48.00625)
177,POINT (40.56125 48.006527777777777)
172,POINT (40.561527777777783 47.99125)
174,POINT (40.561527777777783 47.991527777777783)
175,POINT (40.561527777777783 47.991805555555558)
175,POINT (40.561527777777783 47.992083333333333)
174,POINT (40.561527777777783 47.992361111111116)
173,POINT (40.561527777777783 47.992638888888891)
173,POINT (40.561527777777783 47.992916666666666)
172,POINT (40.561527777777783 47.993194444444448)
173,POINT (40.561527777777783 47.993472222222223)
174,POINT (40.561527777777783 47.993750000000006)
176,POINT (40.561527777777783 47.994027777777781)
176,POINT (40.561527777777783 47.994305555555556)
177,POINT (40.561527777777783 47.994583333333338)
179,POINT (40.561527777777783 47.994861111111113)
179,POINT (40.561527777777783 47.995138888888889)
179,POINT (40.561527777777783 47.995416666666671)
179,POINT (40.561527777777783 47.995694444444446)
179,POINT (40.561527777777783 47.995972222222221)
179,POINT (40.561527777777783 47.99625)
180,POINT (40.561527777777783 47.996527777777779)
181,POINT (40.561527777777783 47.996805555555561)
181,POINT (40.561527777777783 47.997083333333336)
180,POINT (40.561527777777783 47.997361111111111)
180,POINT (40.561527777777783 47.997638888888893)
180,POINT (40.561527777777783 47.997916666666669)
180,POINT (40.561527777777783 47.998194444444444)
179,POINT (40.561527777777783 47.998472222222226)
179,POINT (40.561527777777783 47.99875)
179,POINT (40.561527777777783 47.999027777777783)
179,POINT (40.561527777777783 47.999305555555559)
179,POINT (40.561527777777783 47.999583333333334)
178,POINT (40.561527777777783 47.999861111111116)
173,POINT (40.561527777777783 48.000972222222224)
172,POINT (40.561527777777783 48.00125)
171,POINT (40.561527777777783 48.001527777777781)
169,POINT (40.561527777777783 48.001805555555556)
169,POINT (40.561527777777783 48.002083333333339)
168,POINT (40.561527777777783 48.002361111111114)
167,POINT (40.561527777777783 48.002638888888889)
167,POINT (40.561527777777783 48.002916666666671)
167,POINT (40.561527777777783 48.003194444444446)
168,POINT (40.561527777777783 48.003472222222221)
168,POINT (40.561527777777783 48.003750000000004)
168,POINT (40.561527777777783 48.004027777777779)
169,POINT (40.561527777777783 48.004305555555561)
171,POINT (40.561527777777783 48.004583333333336)
172,POINT (40.561527777777783 48.004861111111111)
172,POINT (40.561527777777783 48.005138888888894)
173,POINT (40.561527777777783 48.005416666666669)
174,POINT (40.561527777777783 48.005694444444444)
175,POINT (40.561527777777783 48.005972222222226)
175,POINT (40.561527777777783 48.00625)
177,POINT (40.561527777777783 48.006527777777777)
172,POINT (40.561805555555559 47.99125)
174,POINT (40.561805555555559 47.991527777777783)
175,POINT (40.561805555555559 47.991805555555558)
174,POINT (40.561805555555559 47.992083333333333)
174,POINT (40.561805555555559 47.992361111111116)
173,POINT (40.561805555555559 47.992638888888891)
173,POINT (40.561805555555559 47.992916666666666)
172,POINT (40.561805555555559 47.993194444444448)
173,POINT (40.561805555555559 47.993472222222223)
175,POINT (40.561805555555559 47.993750000000006)
177,POINT (40.561805555555559 47.994027777777781)
178,POINT (40.561805555555559 47.994305555555556)
178,POINT (40.561805555555559 47.994583333333338)
179,POINT (40.561805555555559 47.994861111111113)
180,POINT (40.561805555555559 47.995138888888889)
179,POINT (40.561805555555559 47.995416666666671)
179,POINT (40.561805555555559 47.995694444444446)
179,POINT (40.561805555555559 47.995972222222221)
180,POINT (40.561805555555559 47.99625)
181,POINT (40.561805555555559 47.996527777777779)
181,POINT (40.561805555555559 47.996805555555561)
182,POINT (40.561805555555559 47.997083333333336)
182,POINT (40.561805555555559 47.997361111111111)
181,POINT (40.561805555555559 47.997638888888893)
181,POINT (40.561805555555559 47.997916666666669)
181,POINT (40.561805555555559 47.998194444444444)
181,POINT (40.561805555555559 47.998472222222226)
181,POINT (40.561805555555559 47.99875)
181,POINT (40.561805555555559 47.999027777777783)
181,POINT (40.561805555555559 47.999305555555559)
180,POINT (40.561805555555559 47.999583333333334)
179,POINT (40.561805555555559 47.999861111111116)
173,POINT (40.561805555555559 48.000972222222224)
172,POINT (40.561805555555559 48.00125)
171,POINT (40.561805555555559 48.001527777777781)
169,POINT (40.561805555555559 48.001805555555556)
169,POINT (40.561805555555559 48.002083333333339)
168,POINT (40.561805555555559 48.002361111111114)
167,POINT (40.561805555555559 48.002638888888889)
167,POINT (40.561805555555559 48.002916666666671)
167,POINT (40.561805555555559 48.003194444444446)
168,POINT (40.561805555555559 48.003472222222221)
169,POINT (40.561805555555559 48.003750000000004)
169,POINT (40.561805555555559 48.004027777777779)
170,POINT (40.561805555555559 48.004305555555561)
171,POINT (40.561805555555559 48.004583333333336)
172,POINT (40.561805555555559 48.004861111111111)
173,POINT (40.561805555555559 48.005138888888894)
174,POINT (40.561805555555559 48.005416666666669)
175,POINT (40.561805555555559 48.005694444444444)
176,POINT (40.561805555555559 48.005972222222226)
176,POINT (40.561805555555559 48.00625)
177,POINT (40.561805555555559 48.006527777777777)
172,POINT (40.562083333333334 47.99125)
173,POINT (40.562083333333334 47.991527777777783)
174,POINT (40.562083333333334 47.991805555555558)
173,POINT (40.562083333333334 47.992083333333333)
173,POINT (40.562083333333334 47.992361111111116)
173,POINT (40.562083333333334 47.992638888888891)
173,POINT (40.562083333333334 47.992916666666666)
173,POINT (40.562083333333334 47.993194444444448)
174,POINT (40.562083333333334 47.993472222222223)
175,POINT (40.562083333333334 47.993750000000006)
177,POINT (40.562083333333334 47.994027777777781)
178,POINT (40.562083333333334 47.994305555555556)
179,POINT (40.562083333333334 47.994583333333338)
179,POINT (40.562083333333334 47.994861111111113)
180,POINT (40.562083333333334 47.995138888888889)
180,POINT (40.562083333333334 47.995416666666671)
179,POINT (40.562083333333334 47.995694444444446)
180,POINT (40.562083333333334 47.995972222222221)
181,POINT (40.562083333333334 47.99625)
182,POINT (40.562083333333334 47.996527777777779)
183,POINT (40.562083333333334 47.996805555555561)
183,POINT (40.562083333333334 47.997083333333336)
182,POINT (40.562083333333334 47.997361111111111)
182,POINT (40.562083333333334 47.997638888888893)
181,POINT (40.562083333333334 47.997916666666669)
181,POINT (40.562083333333334 47.998194444444444)
181,POINT (40.562083333333334 47.998472222222226)
182,POINT (40.562083333333334 47.99875)
182,POINT (40.562083333333334 47.999027777777783)
182,POINT (40.562083333333334 47.999305555555559)
182,POINT (40.562083333333334 47.999583333333334)
180,POINT (40.562083333333334 47.999861111111116)
174,POINT (40.562083333333334 48.000972222222224)
172,POINT (40.562083333333334 48.00125)
171,POINT (40.562083333333334 48.001527777777781)
170,POINT (40.562083333333334 48.001805555555556)
169,POINT (40.562083333333334 48.002083333333339)
169,POINT (40.562083333333334 48.002361111111114)
168,POINT (40.562083333333334 48.002638888888889)
167,POINT (40.562083333333334 48.002916666666671)
168,POINT (40.562083333333334 48.003194444444446)
169,POINT (40.562083333333334 48.003472222222221)
169,POINT (40.562083333333334 48.003750000000004)
169,POINT (40.562083333333334 48.004027777777779)
170,POINT (40.562083333333334 48.004305555555561)
171,POINT (40.562083333333334 48.004583333333336)
172,POINT (40.562083333333334 48.004861111111111)
173,POINT (40.562083333333334 48.005138888888894)
174,POINT (40.562083333333334 48.005416666666669)
175,POINT (40.562083333333334 48.005694444444444)
176,POINT (40.562083333333334 48.005972222222226)
176,POINT (40.562083333333334 48.00625)
178,POINT (40.562083333333334 48.006527777777777)
171,POINT (40.562361111111116 47.99125)
172,POINT (40.562361111111116 47.991527777777783)
173,POINT (40.562361111111116 47.991805555555558)
173,POINT (40.562361111111116 47.992083333333333)
173,POINT (40.562361111111116 47.992361111111116)
173,POINT (40.562361111111116 47.992638888888891)
173,POINT (40.562361111111116 47.992916666666666)
174,POINT (40.562361111111116 47.993194444444448)
175,POINT (40.562361111111116 47.993472222222223)
176,POINT (40.562361111111116 47.993750000000006)
177,POINT (40.562361111111116 47.994027777777781)
178,POINT (40.562361111111116 47.994305555555556)
179,POINT (40.562361111111116 47.994583333333338)
179,POINT (40.562361111111116 47.994861111111113)
180,POINT (40.562361111111116 47.995138888888889)
180,POINT (40.562361111111116 47.995416666666671)
180,POINT (40.562361111111116 47.995694444444446)
182,POINT (40.562361111111116 47.995972222222221)
183,POINT (40.562361111111116 47.99625)
183,POINT (40.562361111111116 47.996527777777779)
184,POINT (40.562361111111116 47.996805555555561)
184,POINT (40.562361111111116 47.997083333333336)
183,POINT (40.562361111111116 47.997361111111111)
182,POINT (40.562361111111116 47.997638888888893)
182,POINT (40.562361111111116 47.997916666666669)
181,POINT (40.562361111111116 47.998194444444444)
182,POINT (40.562361111111116 47.998472222222226)
182,POINT (40.562361111111116 47.99875)
182,POINT (40.562361111111116 47.999027777777783)
183,POINT (40.562361111111116 47.999305555555559)
183,POINT (40.562361111111116 47.999583333333334)
181,POINT (40.562361111111116 47.999861111111116)
174,POINT (40.562361111111116 48.000972222222224)
172,POINT (40.562361111111116 48.00125)
171,POINT (40.562361111111116 48.001527777777781)
170,POINT (40.562361111111116 48.001805555555556)
170,POINT (40.562361111111116 48.002083333333339)
169,POINT (40.562361111111116 48.002361111111114)
168,POINT (40.562361111111116 48.002638888888889)
167,POINT (40.562361111111116 48.002916666666671)
168,POINT (40.562361111111116 48.003194444444446)
170,POINT (40.562361111111116 48.003472222222221)
170,POINT (40.562361111111116 48.003750000000004)
169,POINT (40.562361111111116 48.004027777777779)
170,POINT (40.562361111111116 48.004305555555561)
172,POINT (40.562361111111116 48.004583333333336)
173,POINT (40.562361111111116 48.004861111111111)
174,POINT (40.562361111111116 48.005138888888894)
175,POINT (40.562361111111116 48.005416666666669)
176,POINT (40.562361111111116 48.005694444444444)
176,POINT (40.562361111111116 48.005972222222226)
177,POINT (40.562361111111116 48.00625)
178,POINT (40.562361111111116 48.006527777777777)
171,POINT (40.562638888888891 47.99125)
171,POINT (40.562638888888891 47.991527777777783)
172,POINT (40.562638888888891 47.991805555555558)
172,POINT (40.562638888888891 47.992083333333333)
173,POINT (40.562638888888891 47.992361111111116)
173,POINT (40.562638888888891 47.992638888888891)
174,POINT (40.562638888888891 47.992916666666666)
174,POINT (40.562638888888891 47.993194444444448)
175,POINT (40.562638888888891 47.993472222222223)
176,POINT (40.562638888888891 47.993750000000006)
177,POINT (40.562638888888891 47.994027777777781)
178,POINT (40.562638888888891 47.994305555555556)
178,POINT (40.562638888888891 47.994583333333338)
179,POINT (40.562638888888891 47.994861111111113)
180,POINT (40.562638888888891 47.995138888888889)
180,POINT (40.562638888888891 47.995416666666671)
181,POINT (40.562638888888891 47.995694444444446)
183,POINT (40.562638888888891 47.995972222222221)
184,POINT (40.562638888888891 47.99625)
184,POINT (40.562638888888891 47.996527777777779)
185,POINT (40.562638888888891 47.996805555555561)
185,POINT (40.562638888888891 47.997083333333336)
184,POINT (40.562638888888891 47.997361111111111)
183,POINT (40.562638888888891 47.997638888888893)
183,POINT (40.562638888888891 47.997916666666669)
182,POINT (40.562638888888891 47.998194444444444)
182,POINT (40.562638888888891 47.998472222222226)
183,POINT (40.562638888888891 47.99875)
183,POINT (40.562638888888891 47.999027777777783)
183,POINT (40.562638888888891 47.999305555555559)
183,POINT (40.562638888888891 47.999583333333334)
182,POINT (40.562638888888891 47.999861111111116)
175,POINT (40.562638888888891 48.000972222222224)
173,POINT (40.562638888888891 48.00125)
172,POINT (40.562638888888891 48.001527777777781)
172,POINT (40.562638888888891 48.001805555555556)
171,POINT (40.562638888888891 48.002083333333339)
170,POINT (40.562638888888891 48.002361111111114)
168,POINT (40.562638888888891 48.002638888888889)
168,POINT (40.562638888888891 48.002916666666671)
168,POINT (40.562638888888891 48.003194444444446)
170,POINT (40.562638888888891 48.003472222222221)
170,POINT (40.562638888888891 48.003750000000004)
170,POINT (40.562638888888891 48.004027777777779)
171,POINT (40.562638888888891 48.004305555555561)
172,POINT (40.562638888888891 48.004583333333336)
174,POINT (40.562638888888891 48.004861111111111)
175,POINT (40.562638888888891 48.005138888888894)
176,POINT (40.562638888888891 48.005416666666669)
177,POINT (40.562638888888891 48.005694444444444)
177,POINT (40.562638888888891 48.005972222222226)
178,POINT (40.562638888888891 48.00625)
178,POINT (40.562638888888891 48.006527777777777)
170,POINT (40.562916666666666 47.99125)
170,POINT (40.562916666666666 47.991527777777783)
171,POINT (40.562916666666666 47.991805555555558)
172,POINT (40.562916666666666 47.992083333333333)
173,POINT (40.562916666666666 47.992361111111116)
174,POINT (40.562916666666666 47.992638888888891)
174,POINT (40.562916666666666 47.992916666666666)
174,POINT (40.562916666666666 47.993194444444448)
176,POINT (40.562916666666666 47.993472222222223)
176,POINT (40.562916666666666 47.993750000000006)
176,POINT (40.562916666666666 47.994027777777781)
177,POINT (40.562916666666666 47.994305555555556)
178,POINT (40.562916666666666 47.994583333333338)
179,POINT (40.562916666666666 47.994861111111113)
180,POINT (40.562916666666666 47.995138888888889)
181,POINT (40.562916666666666 47.995416666666671)
182,POINT (40.562916666666666 47.995694444444446)
183,POINT (40.562916666666666 47.995972222222221)
184,POINT (40.562916666666666 47.99625)
185,POINT (40.562916666666666 47.996527777777779)
186,POINT (40.562916666666666 47.996805555555561)
186,POINT (40.562916666666666 47.997083333333336)
184,POINT (40.562916666666666 47.997361111111111)
183,POINT (40.562916666666666 47.997638888888893)
183,POINT (40.562916666666666 47.997916666666669)
