elevation,pps
180,POINT (40.566250000000004 47.994583333333338)
181,POINT (40.566250000000004 47.994861111111113)
180,POINT (40.566250000000004 47.995138888888889)
180,POINT (40.566250000000004 47.995416666666671)
182,POINT (40.566250000000004 47.995694444444446)
183,POINT (40.566250000000004 47.995972222222221)
184,POINT (40.566250000000004 47.99625)
184,POINT (40.566250000000004 47.996527777777779)
185,POINT (40.566250000000004 47.996805555555561)
186,POINT (40.566250000000004 47.997083333333336)
186,POINT (40.566250000000004 47.997361111111111)
185,POINT (40.566250000000004 47.997638888888893)
185,POINT (40.566250000000004 47.997916666666669)
184,POINT (40.566250000000004 47.998194444444444)
182,POINT (40.566250000000004 47.998472222222226)
182,POINT (40.566250000000004 47.99875)
182,POINT (40.566250000000004 47.999027777777783)
181,POINT (40.566250000000004 47.999305555555559)
181,POINT (40.566250000000004 47.999583333333334)
179,POINT (40.566250000000004 47.999861111111116)
174,POINT (40.566250000000004 48.000972222222224)
174,POINT (40.566250000000004 48.00125)
174,POINT (40.566250000000004 48.001527777777781)
173,POINT (40.566250000000004 48.001805555555556)
173,POINT (40.566250000000004 48.002083333333339)
174,POINT (40.566250000000004 48.002361111111114)
174,POINT (40.566250000000004 48.002638888888889)
174,POINT (40.566250000000004 48.002916666666671)
175,POINT (40.566250000000004 48.003194444444446)
175,POINT (40.566250000000004 48.003472222222221)
175,POINT (40.566250000000004 48.003750000000004)
177,POINT (40.566250000000004 48.004027777777779)
179,POINT (40.566250000000004 48.004305555555561)
180,POINT (40.566250000000004 48.004583333333336)
181,POINT (40.566250000000004 48.004861111111111)
183,POINT (40.566250000000004 48.005138888888894)
183,POINT (40.566250000000004 48.005416666666669)
182,POINT (40.566250000000004 48.005694444444444)
180,POINT (40.566250000000004 48.005972222222226)
179,POINT (40.566250000000004 48.00625)
179,POINT (40.566250000000004 48.006527777777777)
173,POINT (40.566527777777779 47.99125)
174,POINT (40.566527777777779 47.991527777777783)
174,POINT (40.566527777777779 47.991805555555558)
174,POINT (40.566527777777779 47.992083333333333)
175,POINT (40.566527777777779 47.992361111111116)
177,POINT (40.566527777777779 47.992638888888891)
177,POINT (40.566527777777779 47.992916666666666)
177,POINT (40.566527777777779 47.993194444444448)
178,POINT (40.566527777777779 47.993472222222223)
178,POINT (40.566527777777779 47.993750000000006)
178,POINT (40.566527777777779 47.994027777777781)
180,POINT (40.566527777777779 47.994305555555556)
180,POINT (40.566527777777779 47.994583333333338)
181,POINT (40.566527777777779 47.994861111111113)
180,POINT (40.566527777777779 47.995138888888889)
180,POINT (40.566527777777779 47.995416666666671)
182,POINT (40.566527777777779 47.995694444444446)
183,POINT (40.566527777777779 47.995972222222221)
184,POINT (40.566527777777779 47.99625)
184,POINT (40.566527777777779 47.996527777777779)
184,POINT (40.566527777777779 47.996805555555561)
185,POINT (40.566527777777779 47.997083333333336)
186,POINT (40.566527777777779 47.997361111111111)
185,POINT (40.566527777777779 47.997638888888893)
185,POINT (40.566527777777779 47.997916666666669)
184,POINT (40.566527777777779 47.998194444444444)
182,POINT (40.566527777777779 47.998472222222226)
182,POINT (40.566527777777779 47.99875)
181,POINT (40.566527777777779 47.999027777777783)
181,POINT (40.566527777777779 47.999305555555559)
180,POINT (40.566527777777779 47.999583333333334)
179,POINT (40.566527777777779 47.999861111111116)
174,POINT (40.566527777777779 48.000972222222224)
174,POINT (40.566527777777779 48.00125)
174,POINT (40.566527777777779 48.001527777777781)
173,POINT (40.566527777777779 48.001805555555556)
173,POINT (40.566527777777779 48.002083333333339)
174,POINT (40.566527777777779 48.002361111111114)
174,POINT (40.566527777777779 48.002638888888889)
175,POINT (40.566527777777779 48.002916666666671)
176,POINT (40.566527777777779 48.003194444444446)
175,POINT (40.566527777777779 48.003472222222221)
175,POINT (40.566527777777779 48.003750000000004)
177,POINT (40.566527777777779 48.004027777777779)
179,POINT (40.566527777777779 48.004305555555561)
180,POINT (40.566527777777779 48.004583333333336)
182,POINT (40.566527777777779 48.004861111111111)
184,POINT (40.566527777777779 48.005138888888894)
184,POINT (40.566527777777779 48.005416666666669)
183,POINT (40.566527777777779 48.005694444444444)
180,POINT (40.566527777777779 48.005972222222226)
179,POINT (40.566527777777779 48.00625)
180,POINT (40.566527777777779 48.006527777777777)
174,POINT (40.566805555555561 47.99125)
174,POINT (40.566805555555561 47.991527777777783)
174,POINT (40.566805555555561 47.991805555555558)
174,POINT (40.566805555555561 47.992083333333333)
175,POINT (40.566805555555561 47.992361111111116)
176,POINT (40.566805555555561 47.992638888888891)
176,POINT (40.566805555555561 47.992916666666666)
177,POINT (40.566805555555561 47.993194444444448)
177,POINT (40.566805555555561 47.993472222222223)
178,POINT (40.566805555555561 47.993750000000006)
178,POINT (40.566805555555561 47.994027777777781)
180,POINT (40.566805555555561 47.994305555555556)
180,POINT (40.566805555555561 47.994583333333338)
180,POINT (40.566805555555561 47.994861111111113)
180,POINT (40.566805555555561 47.995138888888889)
180,POINT (40.566805555555561 47.995416666666671)
182,POINT (40.566805555555561 47.995694444444446)
184,POINT (40.566805555555561 47.995972222222221)
185,POINT (40.566805555555561 47.99625)
185,POINT (40.566805555555561 47.996527777777779)
184,POINT (40.566805555555561 47.996805555555561)
184,POINT (40.566805555555561 47.997083333333336)
184,POINT (40.566805555555561 47.997361111111111)
184,POINT (40.566805555555561 47.997638888888893)
184,POINT (40.566805555555561 47.997916666666669)
183,POINT (40.566805555555561 47.998194444444444)
182,POINT (40.566805555555561 47.998472222222226)
181,POINT (40.566805555555561 47.99875)
181,POINT (40.566805555555561 47.999027777777783)
180,POINT (40.566805555555561 47.999305555555559)
179,POINT (40.566805555555561 47.999583333333334)
179,POINT (40.566805555555561 47.999861111111116)
174,POINT (40.566805555555561 48.000972222222224)
174,POINT (40.566805555555561 48.00125)
174,POINT (40.566805555555561 48.001527777777781)
173,POINT (40.566805555555561 48.001805555555556)
173,POINT (40.566805555555561 48.002083333333339)
173,POINT (40.566805555555561 48.002361111111114)
174,POINT (40.566805555555561 48.002638888888889)
175,POINT (40.566805555555561 48.002916666666671)
176,POINT (40.566805555555561 48.003194444444446)
176,POINT (40.566805555555561 48.003472222222221)
176,POINT (40.566805555555561 48.003750000000004)
177,POINT (40.566805555555561 48.004027777777779)
179,POINT (40.566805555555561 48.004305555555561)
180,POINT (40.566805555555561 48.004583333333336)
182,POINT (40.566805555555561 48.004861111111111)
184,POINT (40.566805555555561 48.005138888888894)
185,POINT (40.566805555555561 48.005416666666669)
183,POINT (40.566805555555561 48.005694444444444)
181,POINT (40.566805555555561 48.005972222222226)
181,POINT (40.566805555555561 48.00625)
181,POINT (40.566805555555561 48.006527777777777)
174,POINT (40.567083333333336 47.99125)
175,POINT (40.567083333333336 47.991527777777783)
174,POINT (40.567083333333336 47.991805555555558)
174,POINT (40.567083333333336 47.992083333333333)
174,POINT (40.567083333333336 47.992361111111116)
176,POINT (40.567083333333336 47.992638888888891)
176,POINT (40.567083333333336 47.992916666666666)
176,POINT (40.567083333333336 47.993194444444448)
177,POINT (40.567083333333336 47.993472222222223)
178,POINT (40.567083333333336 47.993750000000006)
178,POINT (40.567083333333336 47.994027777777781)
180,POINT (40.567083333333336 47.994305555555556)
180,POINT (40.567083333333336 47.994583333333338)
180,POINT (40.567083333333336 47.994861111111113)
181,POINT (40.567083333333336 47.995138888888889)
181,POINT (40.567083333333336 47.995416666666671)
183,POINT (40.567083333333336 47.995694444444446)
184,POINT (40.567083333333336 47.995972222222221)
185,POINT (40.567083333333336 47.99625)
186,POINT (40.567083333333336 47.996527777777779)
185,POINT (40.567083333333336 47.996805555555561)
184,POINT (40.567083333333336 47.997083333333336)
184,POINT (40.567083333333336 47.997361111111111)
183,POINT (40.567083333333336 47.997638888888893)
183,POINT (40.567083333333336 47.997916666666669)
182,POINT (40.567083333333336 47.998194444444444)
181,POINT (40.567083333333336 47.998472222222226)
180,POINT (40.567083333333336 47.99875)
180,POINT (40.567083333333336 47.999027777777783)
179,POINT (40.567083333333336 47.999305555555559)
178,POINT (40.567083333333336 47.999583333333334)
178,POINT (40.567083333333336 47.999861111111116)
174,POINT (40.567083333333336 48.000972222222224)
174,POINT (40.567083333333336 48.00125)
174,POINT (40.567083333333336 48.001527777777781)
172,POINT (40.567083333333336 48.001805555555556)
172,POINT (40.567083333333336 48.002083333333339)
173,POINT (40.567083333333336 48.002361111111114)
175,POINT (40.567083333333336 48.002638888888889)
175,POINT (40.567083333333336 48.002916666666671)
176,POINT (40.567083333333336 48.003194444444446)
176,POINT (40.567083333333336 48.003472222222221)
176,POINT (40.567083333333336 48.003750000000004)
177,POINT (40.567083333333336 48.004027777777779)
179,POINT (40.567083333333336 48.004305555555561)
180,POINT (40.567083333333336 48.004583333333336)
182,POINT (40.567083333333336 48.004861111111111)
184,POINT (40.567083333333336 48.005138888888894)
184,POINT (40.567083333333336 48.005416666666669)
184,POINT (40.567083333333336 48.005694444444444)
183,POINT (40.567083333333336 48.005972222222226)
182,POINT (40.567083333333336 48.00625)
182,POINT (40.567083333333336 48.006527777777777)
175,POINT (40.567361111111111 47.99125)
175,POINT (40.567361111111111 47.991527777777783)
175,POINT (40.567361111111111 47.991805555555558)
174,POINT (40.567361111111111 47.992083333333333)
175,POINT (40.567361111111111 47.992361111111116)
175,POINT (40.567361111111111 47.992638888888891)
176,POINT (40.567361111111111 47.992916666666666)
177,POINT (40.567361111111111 47.993194444444448)
178,POINT (40.567361111111111 47.993472222222223)
178,POINT (40.567361111111111 47.993750000000006)
179,POINT (40.567361111111111 47.994027777777781)
180,POINT (40.567361111111111 47.994305555555556)
180,POINT (40.567361111111111 47.994583333333338)
180,POINT (40.567361111111111 47.994861111111113)
181,POINT (40.567361111111111 47.995138888888889)
182,POINT (40.567361111111111 47.995416666666671)
183,POINT (40.567361111111111 47.995694444444446)
185,POINT (40.567361111111111 47.995972222222221)
186,POINT (40.567361111111111 47.99625)
187,POINT (40.567361111111111 47.996527777777779)
185,POINT (40.567361111111111 47.996805555555561)
184,POINT (40.567361111111111 47.997083333333336)
184,POINT (40.567361111111111 47.997361111111111)
182,POINT (40.567361111111111 47.997638888888893)
182,POINT (40.567361111111111 47.997916666666669)
182,POINT (40.567361111111111 47.998194444444444)
181,POINT (40.567361111111111 47.998472222222226)
180,POINT (40.567361111111111 47.99875)
180,POINT (40.567361111111111 47.999027777777783)
178,POINT (40.567361111111111 47.999305555555559)
178,POINT (40.567361111111111 47.999583333333334)
178,POINT (40.567361111111111 47.999861111111116)
174,POINT (40.567361111111111 48.000972222222224)
174,POINT (40.567361111111111 48.00125)
174,POINT (40.567361111111111 48.001527777777781)
173,POINT (40.567361111111111 48.001805555555556)
173,POINT (40.567361111111111 48.002083333333339)
173,POINT (40.567361111111111 48.002361111111114)
175,POINT (40.567361111111111 48.002638888888889)
175,POINT (40.567361111111111 48.002916666666671)
176,POINT (40.567361111111111 48.003194444444446)
176,POINT (40.567361111111111 48.003472222222221)
177,POINT (40.567361111111111 48.003750000000004)
178,POINT (40.567361111111111 48.004027777777779)
179,POINT (40.567361111111111 48.004305555555561)
180,POINT (40.567361111111111 48.004583333333336)
182,POINT (40.567361111111111 48.004861111111111)
184,POINT (40.567361111111111 48.005138888888894)
184,POINT (40.567361111111111 48.005416666666669)
184,POINT (40.567361111111111 48.005694444444444)
184,POINT (40.567361111111111 48.005972222222226)
183,POINT (40.567361111111111 48.00625)
182,POINT (40.567361111111111 48.006527777777777)
175,POINT (40.567638888888894 47.99125)
176,POINT (40.567638888888894 47.991527777777783)
176,POINT (40.567638888888894 47.991805555555558)
176,POINT (40.567638888888894 47.992083333333333)
176,POINT (40.567638888888894 47.992361111111116)
176,POINT (40.567638888888894 47.992638888888891)
176,POINT (40.567638888888894 47.992916666666666)
177,POINT (40.567638888888894 47.993194444444448)
179,POINT (40.567638888888894 47.993472222222223)
179,POINT (40.567638888888894 47.993750000000006)
179,POINT (40.567638888888894 47.994027777777781)
180,POINT (40.567638888888894 47.994305555555556)
180,POINT (40.567638888888894 47.994583333333338)
181,POINT (40.567638888888894 47.994861111111113)
182,POINT (40.567638888888894 47.995138888888889)
182,POINT (40.567638888888894 47.995416666666671)
183,POINT (40.567638888888894 47.995694444444446)
185,POINT (40.567638888888894 47.995972222222221)
187,POINT (40.567638888888894 47.99625)
188,POINT (40.567638888888894 47.996527777777779)
186,POINT (40.567638888888894 47.996805555555561)
185,POINT (40.567638888888894 47.997083333333336)
184,POINT (40.567638888888894 47.997361111111111)
183,POINT (40.567638888888894 47.997638888888893)
182,POINT (40.567638888888894 47.997916666666669)
182,POINT (40.567638888888894 47.998194444444444)
181,POINT (40.567638888888894 47.998472222222226)
181,POINT (40.567638888888894 47.99875)
180,POINT (40.567638888888894 47.999027777777783)
178,POINT (40.567638888888894 47.999305555555559)
178,POINT (40.567638888888894 47.999583333333334)
179,POINT (40.567638888888894 47.999861111111116)
174,POINT (40.567638888888894 48.000972222222224)
174,POINT (40.567638888888894 48.00125)
174,POINT (40.567638888888894 48.001527777777781)
174,POINT (40.567638888888894 48.001805555555556)
173,POINT (40.567638888888894 48.002083333333339)
174,POINT (40.567638888888894 48.002361111111114)
175,POINT (40.567638888888894 48.002638888888889)
176,POINT (40.567638888888894 48.002916666666671)
176,POINT (40.567638888888894 48.003194444444446)
176,POINT (40.567638888888894 48.003472222222221)
177,POINT (40.567638888888894 48.003750000000004)
179,POINT (40.567638888888894 48.004027777777779)
180,POINT (40.567638888888894 48.004305555555561)
180,POINT (40.567638888888894 48.004583333333336)
182,POINT (40.567638888888894 48.004861111111111)
184,POINT (40.567638888888894 48.005138888888894)
184,POINT (40.567638888888894 48.005416666666669)
185,POINT (40.567638888888894 48.005694444444444)
185,POINT (40.567638888888894 48.005972222222226)
184,POINT (40.567638888888894 48.00625)
183,POINT (40.567638888888894 48.006527777777777)
176,POINT (40.567916666666669 47.99125)
177,POINT (40.567916666666669 47.991527777777783)
178,POINT (40.567916666666669 47.991805555555558)
177,POINT (40.567916666666669 47.992083333333333)
176,POINT (40.567916666666669 47.992361111111116)
176,POINT (40.567916666666669 47.992638888888891)
177,POINT (40.567916666666669 47.992916666666666)
179,POINT (40.567916666666669 47.993194444444448)
180,POINT (40.567916666666669 47.993472222222223)
179,POINT (40.567916666666669 47.993750000000006)
179,POINT (40.567916666666669 47.994027777777781)
180,POINT (40.567916666666669 47.994305555555556)
181,POINT (40.567916666666669 47.994583333333338)
182,POINT (40.567916666666669 47.994861111111113)
182,POINT (40.567916666666669 47.995138888888889)
182,POINT (40.567916666666669 47.995416666666671)
182,POINT (40.567916666666669 47.995694444444446)
185,POINT (40.567916666666669 47.995972222222221)
187,POINT (40.567916666666669 47.99625)
187,POINT (40.567916666666669 47.996527777777779)
187,POINT (40.567916666666669 47.996805555555561)
185,POINT (40.567916666666669 47.997083333333336)
184,POINT (40.567916666666669 47.997361111111111)
183,POINT (40.567916666666669 47.997638888888893)
183,POINT (40.567916666666669 47.997916666666669)
182,POINT (40.567916666666669 47.998194444444444)
181,POINT (40.567916666666669 47.998472222222226)
181,POINT (40.567916666666669 47.99875)
180,POINT (40.567916666666669 47.999027777777783)
179,POINT (40.567916666666669 47.999305555555559)
179,POINT (40.567916666666669 47.999583333333334)
179,POINT (40.567916666666669 47.999861111111116)
174,POINT (40.567916666666669 48.000972222222224)
174,POINT (40.567916666666669 48.00125)
174,POINT (40.567916666666669 48.001527777777781)
174,POINT (40.567916666666669 48.001805555555556)
174,POINT (40.567916666666669 48.002083333333339)
174,POINT (40.567916666666669 48.002361111111114)
176,POINT (40.567916666666669 48.002638888888889)
177,POINT (40.567916666666669 48.002916666666671)
176,POINT (40.567916666666669 48.003194444444446)
176,POINT (40.567916666666669 48.003472222222221)
177,POINT (40.567916666666669 48.003750000000004)
179,POINT (40.567916666666669 48.004027777777779)
180,POINT (40.567916666666669 48.004305555555561)
180,POINT (40.567916666666669 48.004583333333336)
182,POINT (40.567916666666669 48.004861111111111)
184,POINT (40.567916666666669 48.005138888888894)
184,POINT (40.567916666666669 48.005416666666669)
185,POINT (40.567916666666669 48.005694444444444)
185,POINT (40.567916666666669 48.005972222222226)
185,POINT (40.567916666666669 48.00625)
184,POINT (40.567916666666669 48.006527777777777)
176,POINT (40.568194444444444 47.99125)
177,POINT (40.568194444444444 47.991527777777783)
178,POINT (40.568194444444444 47.991805555555558)
177,POINT (40.568194444444444 47.992083333333333)
176,POINT (40.568194444444444 47.992361111111116)
177,POINT (40.568194444444444 47.992638888888891)
177,POINT (40.568194444444444 47.992916666666666)
179,POINT (40.568194444444444 47.993194444444448)
180,POINT (40.568194444444444 47.993472222222223)
180,POINT (40.568194444444444 47.993750000000006)
180,POINT (40.568194444444444 47.994027777777781)
180,POINT (40.568194444444444 47.994305555555556)
181,POINT (40.568194444444444 47.994583333333338)
182,POINT (40.568194444444444 47.994861111111113)
182,POINT (40.568194444444444 47.995138888888889)
182,POINT (40.568194444444444 47.995416666666671)
182,POINT (40.568194444444444 47.995694444444446)
184,POINT (40.568194444444444 47.995972222222221)
186,POINT (40.568194444444444 47.99625)
187,POINT (40.568194444444444 47.996527777777779)
186,POINT (40.568194444444444 47.996805555555561)
185,POINT (40.568194444444444 47.997083333333336)
184,POINT (40.568194444444444 47.997361111111111)
183,POINT (40.568194444444444 47.997638888888893)
182,POINT (40.568194444444444 47.997916666666669)
181,POINT (40.568194444444444 47.998194444444444)
182,POINT (40.568194444444444 47.998472222222226)
182,POINT (40.568194444444444 47.99875)
181,POINT (40.568194444444444 47.999027777777783)
180,POINT (40.568194444444444 47.999305555555559)
179,POINT (40.568194444444444 47.999583333333334)
179,POINT (40.568194444444444 47.999861111111116)
175,POINT (40.568194444444444 48.000972222222224)
174,POINT (40.568194444444444 48.00125)
174,POINT (40.568194444444444 48.001527777777781)
175,POINT (40.568194444444444 48.001805555555556)
174,POINT (40.568194444444444 48.002083333333339)
174,POINT (40.568194444444444 48.002361111111114)
176,POINT (40.568194444444444 48.002638888888889)
177,POINT (40.568194444444444 48.002916666666671)
177,POINT (40.568194444444444 48.003194444444446)
177,POINT (40.568194444444444 48.003472222222221)
177,POINT (40.568194444444444 48.003750000000004)
179,POINT (40.568194444444444 48.004027777777779)
180,POINT (40.568194444444444 48.004305555555561)
181,POINT (40.568194444444444 48.004583333333336)
182,POINT (40.568194444444444 48.004861111111111)
184,POINT (40.568194444444444 48.005138888888894)
184,POINT (40.568194444444444 48.005416666666669)
185,POINT (40.568194444444444 48.005694444444444)
185,POINT (40.568194444444444 48.005972222222226)
185,POINT (40.568194444444444 48.00625)
185,POINT (40.568194444444444 48.006527777777777)
177,POINT (40.568472222222226 47.99125)
177,POINT (40.568472222222226 47.991527777777783)
178,POINT (40.568472222222226 47.991805555555558)
178,POINT (40.568472222222226 47.992083333333333)
177,POINT (40.568472222222226 47.992361111111116)
177,POINT (40.568472222222226 47.992638888888891)
177,POINT (40.568472222222226 47.992916666666666)
179,POINT (40.568472222222226 47.993194444444448)
180,POINT (40.568472222222226 47.993472222222223)
180,POINT (40.568472222222226 47.993750000000006)
180,POINT (40.568472222222226 47.994027777777781)
180,POINT (40.568472222222226 47.994305555555556)
181,POINT (40.568472222222226 47.994583333333338)
182,POINT (40.568472222222226 47.994861111111113)
182,POINT (40.568472222222226 47.995138888888889)
182,POINT (40.568472222222226 47.995416666666671)
182,POINT (40.568472222222226 47.995694444444446)
183,POINT (40.568472222222226 47.995972222222221)
184,POINT (40.568472222222226 47.99625)
185,POINT (40.568472222222226 47.996527777777779)
186,POINT (40.568472222222226 47.996805555555561)
186,POINT (40.568472222222226 47.997083333333336)
185,POINT (40.568472222222226 47.997361111111111)
183,POINT (40.568472222222226 47.997638888888893)
182,POINT (40.568472222222226 47.997916666666669)
182,POINT (40.568472222222226 47.998194444444444)
182,POINT (40.568472222222226 47.998472222222226)
182,POINT (40.568472222222226 47.99875)
181,POINT (40.568472222222226 47.999027777777783)
180,POINT (40.568472222222226 47.999305555555559)
179,POINT (40.568472222222226 47.999583333333334)
178,POINT (40.568472222222226 47.999861111111116)
175,POINT (40.568472222222226 48.000972222222224)
174,POINT (40.568472222222226 48.00125)
174,POINT (40.568472222222226 48.001527777777781)
175,POINT (40.568472222222226 48.001805555555556)
175,POINT (40.568472222222226 48.002083333333339)
174,POINT (40.568472222222226 48.002361111111114)
175,POINT (40.568472222222226 48.002638888888889)
176,POINT (40.568472222222226 48.002916666666671)
177,POINT (40.568472222222226 48.003194444444446)
177,POINT (40.568472222222226 48.003472222222221)
177,POINT (40.568472222222226 48.003750000000004)
178,POINT (40.568472222222226 48.004027777777779)
180,POINT (40.568472222222226 48.004305555555561)
181,POINT (40.568472222222226 48.004583333333336)
183,POINT (40.568472222222226 48.004861111111111)
184,POINT (40.568472222222226 48.005138888888894)
185,POINT (40.568472222222226 48.005416666666669)
185,POINT (40.568472222222226 48.005694444444444)
186,POINT (40.568472222222226 48.005972222222226)
186,POINT (40.568472222222226 48.00625)
185,POINT (40.568472222222226 48.006527777777777)
